id,brand,name,price,currency,category,created_at,description
820,clinique,Beyond Perfecting&trade; Super Concealer Camouflage + 24-Hour Wear,19.5,USD,concealer,2017-12-23T23:42:57.925Z,"Cover up without touching up for 24 life-proof hours. Instantly and easily blends into skin to flawlessly conceal imperfections. Transfer-resistant formula stays put—even through sweat and humidity. Provides immediate hydration to keep eye-area skin feeling comfortable, looking fresh and natural. 18 shades in total—including a must-have apricot-colored corrector shade to help tackle dark circles and discolorations."
808,clinique,Chubby Stick&trade; Shadow Tint For Eyes,17.5,USD,lip pencil,2017-12-23T23:35:13.780Z,"Sheer wash of lightweight, creamy colour slips on. Layerable and long-wearing. Versatile, too."
767,clinique,Almost Lipstick,17.5,USD,lipstick,2017-12-23T16:36:57.610Z,"Transparent pigment merges with the unique, natural tone of your lips to create something wonderful and yours alone. Sheer, glossy. Emollient-rich and very lightweight."
766,clinique,Butter Shine&trade; Lipstick,8.5,USD,lipstick,2017-12-23T16:36:57.147Z,"The creamiest, richest, smoothest lip colour you can imagine. Our revolutionary gel formula delivers the shine of a gloss, the comfort of a lipstick. Drenches lips in moist, lush colour that glides on buttery-soft, feels luxuriously smooth."
765,clinique,High Impact&trade; Lip Colour,17.5,USD,lipstick,2017-12-23T16:36:56.751Z,No description available
764,clinique,Chubby Stick Intense&trade; Moisturizing Lip Colour Balm,17.0,USD,lipstick,2017-12-23T16:36:56.340Z,"Tempt lips with a soft cushion of colour that's not quite sheer, not quite opaque-just the perfect happy medium. Loaded with mango and shea butters so lips feel comfortably soft and smooth. Ten vibrant shades in all."
763,clinique,Long Last Soft Matte Lipstick,17.5,USD,lipstick,2017-12-23T16:36:56.106Z,"Long-wearing formula keeps its just-applied look for hours. Non-drying, non-feathering. Full coverage, velvety, soft matte finish."
762,clinique,Long Last Lipstick,17.0,USD,lipstick,2017-12-23T16:36:55.332Z,"Longest-wearing formula. Keeps its just-applied look for hours. Won't feather, creep, stain or dry out."
761,clinique,Clinique Pop Liquid™ Matte Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:54.947Z,"Lightweight liquid lipstick covers lips with lush pigment and a modern matte finish. Wears all day. Moisturizing formula with built-in primer provides a smooth, even glide so lips feel as fresh as they look."
760,clinique,Chubby Stick Baby Tint&trade; Moisturizing Lip Colour Balm,17.5,USD,lipstick,2017-12-23T16:36:54.729Z,"A bit of colour, a hefty helping of moisture. These sheers bloom on contact to bring out your lips' natural tone. The colour is different for everyone."
759,clinique,Clinique + Jonathan Adler: Pop Lip Colour + Primer,15.4,USD,lipstick,2017-12-23T16:36:54.212Z,"An exclusive collection of luminous Clinique Pop™ lipsticks by Jonathan Adler. Includes 3 limited-edition shades inspired by his favorite destinations: Palm Beach Pop, Capri Pop and Santorini Pop.  Jewel-like lipsticks in bold, saturated colors look as pretty on your lips as they do on your vanity. “The domes of Lucite are inspired by my Globo collection—glowing and glamorous. Just like Lip Pop,” says Adler."
758,clinique,Different Lipstick,17.5,USD,lipstick,2017-12-23T16:36:53.475Z,"Different because of its smooth, comfortable feel. Moderate coverage in a remarkable range of shades, from cream to pearl. Every one packed with rich emollients."
757,clinique,Clinique Pop™ Lacquer Lip Colour + Primer  ,18.5,USD,lipstick,2017-12-23T16:36:52.785Z,No description available
756,clinique,Clinique Pop Glaze&trade; Sheer Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:51.913Z,No description available
755,clinique,Chubby Stick&trade; Moisturizing Lip Colour Balm,17.5,USD,lipstick,2017-12-23T16:36:50.153Z,"Super-nourishing balm is loaded with mango and shea butters. Just what dry, delicate lips need to feel comfortably soft and smooth. Natural-looking lip tints have a subtle sheen."
754,clinique,Clinique Pop™ Matte Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:49.019Z,"Weightless yet pigment-saturated formula hugs lips with 8 hours of creamy matte comfort. Built-in primer helps smooth lips for an easy, even glide every time."
753,clinique,Clinique Pop&trade; Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:48.276Z,"Luxurious yet weightless formula merges bold, saturated colour with a smoothing primer. Glides on effortlessly to a modern-velvet finish. Colour stays true, keeps lips comfortably moisturized for 8 hours. Allergy Tested. 100% Fragrance Free."
752,clinique,Clinique Pop&trade; Lip Shadow Cushion Matte Lip Powder,19.5,USD,lipstick,2017-12-23T16:36:47.459Z,"Clinique Pop™ Lip Shadow is a weightless matte powder that delivers bold, highly pigmented lip color."
682,dior,Diorskin Nude Air Glow Powder,33.56625,GBP,powder,2017-12-03T23:22:29.631Z,"A precursor in the art of natural, for beauty that grows more radiant with each day, Dior broadens its nude makeup expertise with the innovation of Diorskin Nude Air Glow Powder: a luminous powder as weightless and beneficial as a breath of fresh air that revives and illuminates the complexion's original colour and lets the skin breathe for a continuously healthy glow."
681,dior,Diorskin Nude Air loose powder,33.56625,GBP,powder,2017-12-03T23:22:28.576Z,"The ultimate finishing touch, impressively lightweight Diorskin Nude Air loose and compact powders maintain the illusion of a fresh and radiant face."
680,dior,Diorskin nude air powder,33.56625,GBP,powder,2017-12-03T23:22:27.744Z,"The ultimate finishing touch, impressively lightweight Diorskin Nude Air loose and compact powders maintain the illusion of a fresh and radiant face."
679,dior,DIORIFIC PRECIOUS ROCKS - Christmas 2017 Limited Edition,33.56625,GBP,powder,2017-12-03T23:22:26.968Z,"Diorific unveils a limited-edition gold loose powder. The finishing touch, Diorific Precious Rocks bathes your skin in a delicate glow and sculpts with a subtle, golden shimmer."
678,dior,Diorskin Forever & Ever Control Loose Powder,33.56625,GBP,powder,2017-12-03T23:22:26.353Z,"As a finishing touch, Diorskin Forever & Ever Control loose powder guarantees a long-lasting matte result. Its air-whipped texture in a universal shade leaves a weightless finish on the skin."
677,dior,Fix It Colour,23.5,GBP,concealer,2017-12-03T23:22:24.860Z,"Inspired by Backstage makeup techniques, Dior invents its first multipurpose colour concealer: 1 stick, 2 textures, 3 application areas, 4 expert shades to target and neutralize the colour imperfections of the complexion and around the eye and lip contours."
676,dior,Diorskin Forever Undercover,21.0,GBP,concealer,2017-12-03T23:22:22.682Z,"A veritable concentrate of Dior laboratories' expertise, this intuitive formula isn't afraid of a challenge: with a single stroke it provides instant camouflage for imperfections, water resistance and 8-hour** wear."
675,dior,FIX IT,23.5,GBP,concealer,2017-12-03T23:22:21.441Z,"1 stick, 2 textures, 3 application areas."
670,dior,DIORIFIC MATTE FLUID - Christmas Look 2017 Limited Edition,27.5,GBP,lipstick,2017-12-03T23:22:10.711Z,"A Dior essential, Diorific Matte Fluid tinges lips and cheeks with a matte texture in four exclusive shades."
669,dior,DIORIFIC KHÔL,29.5,GBP,lipstick,2017-12-03T23:22:09.776Z,"For the first time at Dior, Diorific is now available as Lip Khôl designed to adorn your lips in intense colour with a powdery, matte finish."
668,dior,Diorific,29.5,GBP,lipstick,2017-12-03T23:22:07.996Z,"Diorific, the legendary lip accessory with an Haute Couture finish, holds the signature of Dior glamour in its jewel-like gold case."
667,dior,Dior Addict Lipstick - Limited Edition,27.5,GBP,lipstick,2017-12-03T23:22:05.679Z,Dior ushers in a new era in lip makeup with the breakthrough creation of a lipstick that boasts a hydra-gel core with a top coat effect for sensational mirror shine.
666,dior,Dior Addict Lipstick,27.5,GBP,lipstick,2017-12-03T23:22:00.358Z,Dior ushers in a new era in lip makeup with the breakthrough creation of a lipstick that boasts a hydra-gel core with a top coat effect for sensational mirror shine.
665,dior,DIOR ADDICT LACQUER STICK,27.5,GBP,lipstick,2017-12-03T23:21:56.663Z,"Try Dior Addict Lacquer Stick, the new-generation lacquer stick by Dior, as easy to apply as it is to wear. A stick with a ""lip fondant"" effect that liberates all the colour and shine of a lacquer, plus the comfort of a balm, with 6 hours* of wear and unrivaled texture."
663,dior,ROUGE DIOR COLLECTION COUTURE - Christmas Look 2017 Limited Edition,29.5,GBP,lipstick,2017-12-03T23:21:53.603Z,"The must-have of the collection, Rouge Dior has been reinterpreted for the holiday season, with the Bijou edition of the 999 Matte shade featuring a faceted cannage band."
662,dior,Dior Holiday Couture Collection,33.56625,GBP,lipstick,2017-12-03T23:21:53.130Z,"A couture makeup bag with a selection of three iconic Rouge Dior lipsticks to suit any occasion: two different rosy shades with a satiny finish for a romantic look, and the matte version of the famous 999 for flamboyant lips."
661,dior,ROUGE DIOR - Fall 2017 Limited Edition,27.5,GBP,lipstick,2017-12-03T23:21:52.127Z,"Designed by Peter Philips to combine with the opulent hues and metallic effects on the eyes, face and nails, the six new Rouge Dior shades for fall 2017 flaunt strong beauty with a distinguished chic style. Its iconic formula offering 16 hours of comfort* ensures that women feel good, regardless of the colour or finish chosen."
660,dior,Rouge Dior,27.5,GBP,lipstick,2017-12-03T23:21:45.703Z,"With Rouge Dior and its 16h* comfort cult formula, women feel good, no matter the colour, no matter the satin or matte finish."
659,dior,Rouge Dior Double Rouge,27.5,GBP,lipstick,2017-12-03T23:21:43.664Z,"Inspired by professional techniques, Double Rouge combines two makeup trends: matte and metal."
658,dior,Rouge Dior Liquid,26.5,GBP,lipstick,2017-12-03T23:07:49.795Z,"Rouge Dior has yet again been reinvented with the first liquid lipstick formula by Dior with multiple effects and surprising colour impact. Coverage, 12h* long wear and comfort: a true gem available in 3 vibrant finishes – matte, metal and satin."
656,iman,Corrective Concealer Clay,13.57,USD,concealer,2016-10-03T14:05:47.976Z,"0.17 oz Silky and creamy formula smoothes on, covering dark circles, and tiny imperfections. "
654,iman,Luxury Blushing Powder Posh,13.57,USD,powder,2016-10-03T14:05:36.814Z,"0.11oz (3g) Silky powder blush that provides true color with a natural looking, long-lasting finish. Made in China. "
652,iman,Perfect Eye Pencil Deception,13.57,USD,lip pencil,2016-10-03T14:05:27.197Z,12 oz (3.4 g) Color your way to beautiful with New IMAN luxury eye shadow pencils. Long wearing eye shadow. Ease of a pencil. Made in China. 
647,iman,Perfect Eye Pencil Ebony,13.57,USD,lip pencil,2016-10-03T14:05:00.721Z,0.05oz (1.5g) Expertly defines & lines eyes. Made in USA. 
646,iman,Luxury Moisturizing Lipstick IMAN Nude,13.57,USD,lipstick,2016-10-03T14:04:54.792Z,"13oz (3.7g) Luscious creamy, semi-matte lip color for full coverage and a long-lasting smooth finish. Made in China. "
644,benefit,the POREfessional: agent zero shine,33.56625,USD,powder,2016-10-02T11:37:27.772Z,shine-vanishing PRO powder
643,benefit,hello flawless! powder foundation,33.56625,USD,powder,2016-10-02T11:37:27.384Z,custom powder cover-up
624,benefit,hydra-smooth lip color,23.0,USD,lipstick,2016-10-02T11:37:22.208Z,lip color
623,benefit,BIG sexy lipstick set,33.56625,USD,lipstick,2016-10-02T11:37:21.916Z,4 all-in-one lipstick and liners
521,smashbox,BE LEGENDARY LONG-WEAR LIP LACQUER,24.0,USD,lipstick,2016-10-02T01:32:53.819Z,"Pros in our L.A. photo studio needed a no-touch-ups-needed lip lacquer that went on and stayed on in one comfortable smooth coat throughout an all-day shoot. So we pushed the boundaries and maxed out the amount of staining pigments we could blend in with glossy pearls and conditioning vitamin E, so you get a velvety, legendary lacquered finish that stays for a full 8 hours without drying or feeling tacky.Want an even fuller pout? Dab a lighter shade like Pout or Flushed in the center of your lips. Goes on as a lacquer, then uniquely adjusts to stain Long-lasting color; stays put for a full 8 hours Covers lips in one, smooth comfortable coat No patchy fading or annoying dry feeling 
              
                INGREDIENTS: POLYBUTENE , OCTYLDODECANOL , OZOKERITE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , SILICA SILYLATE , PENTAERYTHRITYL TETRAISOSTEARATE , POLYGLYCERYL-2 TRIISOSTEARATE , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , SQUALANE , PERSEA GRATISSIMA (AVOCADO) OIL , PALMITOYL OLIGOPEPTIDE , ETHYLHEXYL PALMITATE , TRIBEHENIN , ACRYLATES COPOLYMER , POLYETHYLENE TEREPHTHALATE , SILICA , TIN OXIDE , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , SYNTHETIC FLUORPHLOGOPITE , HYDROLYZED HYALURONIC ACID , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , SORBITAN ISOSTEARATE , FLAVOR (AROMA) , PHENOXYETHANOL , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , ORANGE 5 (CI 45370) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 (CI 15985) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41002>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Pros in our L.A. photo studio needed a no-touch-ups-needed lip lacquer that went on and stayed on in one comfortable smooth coat throughout an all-day shoot. So we pushed the boundaries and maxed out the amount of staining pigments we could blend in with glossy pearls and conditioning vitamin E, so you get a velvety, legendary lacquered finish that stays for a full 8 hours without drying or feeling tacky.Want an even fuller pout? Dab a lighter shade like Pout or Flushed in the center of your lips. Goes on as a lacquer, then uniquely adjusts to stain Long-lasting color; stays put for a full 8 hours Covers lips in one, smooth comfortable coat No patchy fading or annoying dry feeling 
              
                INGREDIENTS: POLYBUTENE , OCTYLDODECANOL , OZOKERITE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , SILICA SILYLATE , PENTAERYTHRITYL TETRAISOSTEARATE , POLYGLYCERYL-2 TRIISOSTEARATE , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , SQUALANE , PERSEA GRATISSIMA (AVOCADO) OIL , PALMITOYL OLIGOPEPTIDE , ETHYLHEXYL PALMITATE , TRIBEHENIN , ACRYLATES COPOLYMER , POLYETHYLENE TEREPHTHALATE , SILICA , TIN OXIDE , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , SYNTHETIC FLUORPHLOGOPITE , HYDROLYZED HYALURONIC ACID , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , SORBITAN ISOSTEARATE , FLAVOR (AROMA) , PHENOXYETHANOL , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , ORANGE 5 (CI 45370) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 (CI 15985) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41002>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
519,smashbox,Always Sharp Lip Liner,21.0,USD,lipstick,2016-10-02T01:32:53.196Z,"Our makeup artists have no time to stop and sharpen their lip pencils—and obvi neither do you! That’s why we developed this brilliant liner, which self-sharpens automatically every time you twist off the cap. Choose liner that complements your lipstick, then get right to the point and create a camera-ready lip look!For the perfect ombre lip, line with a darker shade, then fill in with your favorite Be Legendary lipstick. One tiwst of the cap will do it. No need to over twist to sharpen! Water resistant and non-feathering Invisible liner preps lips for any color Automatically self-sharpensOne twist of the cap sharpens the liner.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: ISODODECANE , SYNTHETIC WAX , BIS-DIGLYCERYL POLYACYLADIPATE-2 , PENTAERYTHRITYL TETRAISOSTEARATE , POLYBUTENE , ETHYLENE/PROPYLENE COPOLYMER , POLYETHYLENE , PERFLUORONONYL DIMETHICONE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 LAKE (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , RED 40 LAKE (CI 16035) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40920>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Our makeup artists have no time to stop and sharpen their lip pencils—and obvi neither do you! That’s why we developed this brilliant liner, which self-sharpens automatically every time you twist off the cap. Choose liner that complements your lipstick, then get right to the point and create a camera-ready lip look!For the perfect ombre lip, line with a darker shade, then fill in with your favorite Be Legendary lipstick. One tiwst of the cap will do it. No need to over twist to sharpen! Water resistant and non-feathering Invisible liner preps lips for any color Automatically self-sharpensOne twist of the cap sharpens the liner.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: ISODODECANE , SYNTHETIC WAX , BIS-DIGLYCERYL POLYACYLADIPATE-2 , PENTAERYTHRITYL TETRAISOSTEARATE , POLYBUTENE , ETHYLENE/PROPYLENE COPOLYMER , POLYETHYLENE , PERFLUORONONYL DIMETHICONE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 LAKE (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , RED 40 LAKE (CI 16035) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40920>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
518,smashbox,Insta-Matte Lipstick Transformer,24.0,USD,lipstick,2016-10-02T01:32:52.968Z,"Give your lipstick a matte makeover—instantly! Created by our L.A. photo studio pro artists to instantly double their lipstick collection on set, this gel transforms any cream lipstick into a velvety matte finish that’s never chalky. Now you can wear your favorite lip shades 2 ways, minus the mess of DIY mattifying methods. Loose powder on your lips? No thanks. Just pat for matte!Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms. Transforms any cream lipstick into a matte finish and doubles your lipstick wardrobe Improves wear of lipstick & prevents feathering Portable tube makes it perfect for on-the-go Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: DIMETHICONE , DIMETHICONE CROSSPOLYMER , TOCOPHEROL , TOCOPHERYL ACETATE , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , TETRAHEXYLDECYL ASCORBATE , PHENOXYETHANOL
                <ILNILN42165>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Give your lipstick a matte makeover—instantly! Created by our L.A. photo studio pro artists to instantly double their lipstick collection on set, this gel transforms any cream lipstick into a velvety matte finish that’s never chalky. Now you can wear your favorite lip shades 2 ways, minus the mess of DIY mattifying methods. Loose powder on your lips? No thanks. Just pat for matte!Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms. Transforms any cream lipstick into a matte finish and doubles your lipstick wardrobe Improves wear of lipstick & prevents feathering Portable tube makes it perfect for on-the-go Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: DIMETHICONE , DIMETHICONE CROSSPOLYMER , TOCOPHEROL , TOCOPHERYL ACETATE , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , TETRAHEXYLDECYL ASCORBATE , PHENOXYETHANOL
                <ILNILN42165>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
517,smashbox,BE LEGENDARY LIPSTICK × FOSTER SISTERS,21.0,USD,lipstick,2016-10-02T01:32:52.850Z,"Smashbox Cosmetics has collaborated with the effortlessly cool and hilarious ""Barely Famous"" (VH1) sisters, Erin and Sara Foster, to celebrate the launch of the new Be Legendary Lipstick collection. The sisters personalized selections illustrates their unforgettable personalities and the enviable shades of the always photo ready lipstick. Sara chose a soft nude shade, Honey, while Erin chose Mandarin, a vibrant red orange. Both stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won't dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILN>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Smashbox Cosmetics has collaborated with the effortlessly cool and hilarious ""Barely Famous"" (VH1) sisters, Erin and Sara Foster, to celebrate the launch of the new Be Legendary Lipstick collection. The sisters personalized selections illustrates their unforgettable personalities and the enviable shades of the always photo ready lipstick. Sara chose a soft nude shade, Honey, while Erin chose Mandarin, a vibrant red orange. Both stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won't dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILN>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
